,0
0,3.0629599584894858
1,2.0450436440868636
2,2.958660501231877
3,2.204238117472527
4,2.3363703977814585
5,2.1881102833329207
6,2.4420702474619222
7,1.7719336593842776
8,2.9347691540083933
9,2.2828364063618496
10,1.3949209047214968
11,3.8181902014573796
12,2.483198440901948
13,2.7371884599496377
14,2.1229146771657974
15,1.941376263393361
16,3.0957224771300433
17,2.6595300381703404
18,2.420145057003063
19,2.0272479509952226
20,3.1001337050947875
21,3.845479518129065
22,2.468314493172186
23,2.647814165706568
24,3.694071407099558
25,2.586004671055144
26,4.363618701635559
27,2.0632820487799988
28,2.855175119284044
29,2.878347328212319
30,2.952292818274857
31,3.426121532790294
32,3.2178751041671636
33,3.229424251452197
34,2.598240228924384
35,2.6211179883371236
36,3.1863540551296206
37,2.6874211404041493
38,3.0427140841093396
39,3.1680163639240964
40,3.0151617717655914
41,2.960414803363622
42,1.9542351127377868
43,2.581838109241013
44,2.6158921969229474
45,2.597707452499901
46,3.169446677408844
47,1.7273710940913898
48,2.216439136225416
49,2.2056846846665086
50,4.235183989051293
51,2.624796005912316
52,2.6477115767415023
53,2.514540857798557
54,2.396765535481142
55,2.941475381360329
56,2.832126047128097
57,2.0109671985121342
58,3.3438748492824844
59,2.4588645586117552
60,3.655302389284312
61,3.5375246166720475
62,2.7750086504208387
63,2.118763620913137
64,2.6519556381831673
65,3.01353012457835
66,2.4722656920987047
67,2.817920680565494
68,2.864766298231373
69,1.742685948910753
70,2.212539607543377
71,3.2565945939723737
72,3.005956260250657
73,3.2401471732288356
74,2.873929997795397
75,2.3875218748039893
76,2.480371092699058
77,2.808171524873423
78,2.322643160387655
79,2.253127061262556
80,2.815062422566403
81,2.8857935832088892
82,2.393354056801302
83,2.1627907696831734
84,2.487067835973543
85,2.6537433749830703
86,2.062118190822982
87,3.257770821906655
88,2.3420278467949545
89,2.789336581204322
90,2.436552565222579
91,2.1419161097457815
92,2.211016502275779
93,2.636482360269216
94,2.5289292535844083
95,2.399656700274907
96,2.808888218984
97,2.1470186314451754
98,3.1720979728480256
99,2.755528482413586
100,3.2751819880605644
101,3.090684985213771
102,2.5742634919590492
103,2.5149607695568093
104,3.0622411122700988
105,2.618110936961856
106,3.0823483990867073
107,2.981142991017649
108,2.6961945708944746
109,4.14183542284452
110,2.630351803157736
111,2.825262629149014
112,2.2511534464789302
113,2.4663603681219515
114,3.384260990042748
115,2.5072926441967938
116,2.237128450459593
117,2.3241857930992262
118,3.212502495307635
119,2.83902622940088
120,2.3659308696515873
121,2.7833352852599686
122,3.6137168418146537
123,2.0928564060393455
124,1.9117150597286074
125,2.7194453815937263
126,2.3193242639750253
127,2.5372564063940826
128,3.09459872898108
129,2.356462574214923
130,2.3164481418986753
131,3.2543177782973514
132,2.489772526682182
133,2.473034851017327
134,2.3978720031690357
135,2.6321235005019643
136,2.4088856709763102
137,3.9238390888774903
138,2.2727471316734866
139,1.9063175452457544
140,2.735892911195155
141,3.8599837568439184
142,2.641835666515518
143,3.100234321545423
144,2.852721850710389
145,3.438498234621667
146,3.7596270104592384
147,3.1556666320061963
148,3.068373957835337
149,3.42005108072969
150,2.6353770197390625
151,2.384280246093095
152,3.040710304448901
153,2.446380848464772
154,2.127028758569167
155,2.283465104513408
156,3.6320586485830897
157,3.9433449229560598
158,2.6437034980630245
159,2.714150157924126
160,2.7228379277647146
161,2.5445532922936103
162,1.9192191825599987
163,3.6841117240217063
164,1.866513382222409
165,3.6475524621531115
166,1.9456356334778577
167,2.4636351785209736
168,3.961995675781451
169,2.153138116030516
170,2.104077967325265
171,1.9814778155412671
172,2.490112963287338
173,2.439726024591303
174,3.1219485578866513
175,3.3192947240152204
176,2.6808643744986655
177,2.4816299298516915
178,2.873208642407055
179,2.573521212586725
180,2.0494141815246785
181,2.7854253289489868
182,3.1578223982276747
183,2.77410723980672
184,2.9176379837995667
185,2.378145653672657
186,2.579385923788316
187,2.611356838313005
188,2.4263308278408395
189,2.578152781782455
190,2.453823359079918
191,2.857718774906957
192,3.535229335078645
193,1.9596043417979814
194,2.1213451335368543
195,1.9658910345908933
196,2.2004437864488717
197,2.6998744404267785
198,3.1980558166411996
199,2.0870321234530698
200,1.9685899384034862
201,3.4027579133720387
202,2.7967922733283603
203,2.5383756494180654
204,3.5504001717589966
205,2.116054541580684
206,2.409587065979973
207,2.9650201274767403
208,2.0432927013754085
209,2.357207985294018
210,2.760482685210333
211,2.6306930120727863
212,2.9789018491141412
213,2.7180393284963222
214,2.9633546829391135
215,2.901801289966575
216,2.150014218683614
217,3.106805256520825
218,2.873768756586919
219,3.2115150728090183
220,3.3446541704613657
221,3.4806138831456472
222,3.0172010168871792
223,2.632149072547292
224,1.8482326516806244
225,3.0303083353605405
226,2.7324488013995416
227,2.8654513397581227
228,2.6280545574163505
229,2.3786947765700392
230,3.2770035728609295
231,1.9223312218016981
232,2.0374128637033717
233,3.1178823805377354
234,2.7360505887781996
235,2.216721978844634
236,2.3583324824235774
237,2.388754733102506
238,2.4788811958219474
239,2.3855040883236898
240,2.0236906432652977
241,1.8518925694871102
242,2.74067145590421
243,2.5061622250399087
244,2.8024862615094266
245,2.7696021092117844
246,2.44823451718402
247,2.9856434565976553
248,2.145627705981149
249,2.253728782945131
250,3.3881456133385246
251,2.8136894880800174
252,2.2986598490954564
253,2.320154979866178
254,2.975332679768218
255,4.024049211455619
256,3.098521083583905
257,2.6256027602216423
258,2.296857899823722
259,2.7703654589489193
260,2.513510211682002
261,2.2474463752324776
262,3.17535818293978
263,3.3164162164986917
264,2.4503247867344244
265,2.431128511227694
266,2.5801144909801983
267,3.102792037133772
268,2.8333342975311306
269,2.1366610163015634
270,2.5387749082913476
271,3.3063636273852635
272,3.259865479157778
273,2.6430296348067572
274,3.316092526767394
275,1.9694981326700334
276,3.570659845043299
277,1.8426936154201536
278,2.1561842710657406
279,2.211939482097195
280,2.628585098215641
281,2.841947854785573
282,3.096159001456778
283,2.554585010840626
284,2.5909070745807345
285,3.0097418049843654
286,3.9537201548760774
287,2.968895740783804
288,2.2483446782605947
289,2.4818189110914717
290,2.608774712632275
291,2.7083652061209293
292,2.659095613876199
293,3.365124558564094
294,3.2171844236197984
295,2.831249173524058
296,3.722777214918474
297,3.0483690303914286
298,2.334037779575703
299,3.161809127814543
300,2.640655392243991
301,2.838203224313218
302,2.612896217523272
303,3.134257102325326
304,2.3558171458360944
305,2.9274164637765616
306,2.429929574863416
307,2.7099895609784572
308,2.701747760781223
309,2.8272403478772397
310,2.446680980471068
311,3.1494212944655553
312,2.2243848763815026
313,3.1477833104290887
314,3.061184141009108
315,2.4115751814388737
316,2.4670193813637997
317,3.031637105142349
318,2.5119966754662553
319,2.805533617537836
320,2.744275465694146
321,3.3884644815855025
322,2.446969664491607
323,2.4348643970398203
324,2.945127186185162
325,3.1668815869009377
326,2.265963704534676
327,3.0385955444726993
328,1.8412126994538895
329,2.7506612398802264
330,2.4958938600666603
331,2.85780426965577
332,3.064610755983255
333,2.185918244226932
334,2.1655889290625394
335,3.6104651032108674
336,2.775300595042126
337,2.9700913177252493
338,2.8194416184786846
339,1.902844632032132
340,2.290973259405179
341,1.7446275270967453
342,1.7490213481845513
343,2.571677326496125
344,3.039145370549103
345,2.744844355064728
346,3.8407792452408174
347,3.2315247253525787
348,3.6893630059243625
349,3.3592353741676058
350,2.5790842375380154
351,2.5754403777970967
352,2.894093169484866
353,3.012686678083877
354,2.383612946987365
355,2.473052226721007
356,2.3075880918212994
357,3.262073326428968
358,2.231947629774966
359,2.4850604826678455
360,3.1816482243027813
361,2.930699726789244
362,1.9000952223981402
363,2.5755476373916624
364,2.544258815136796
365,2.889554991499724
366,2.652449275581033
367,2.301373562323086
368,2.2883878623618608
369,2.3522010959404143
370,2.4151500131215626
371,2.4329985344055154
372,1.7360871818844386
373,2.5639509044836397
374,2.7221133487469475
375,2.710366007450695
376,3.119627954990356
377,2.3753302433048677
378,2.5559864732656377
379,3.359006947110667
380,2.913155076016595
381,2.444280535268373
382,2.178121569924905
383,2.4094709045977387
384,2.420535993991408
385,2.5251708670683075
386,3.011860675695027
387,2.371983195994108
388,2.07083955445818
389,2.7166811246068674
390,2.6576800846512447
391,2.6649781622714905
392,2.6503455223633443
393,3.24276433042042
394,2.738355439756277
395,3.335666346755728
396,2.3439715477293492
397,1.9413946530789752
398,4.234747848389603
399,2.2224408525594046
400,2.709581363652735
401,2.4511235632386272
402,3.5391718278762423
403,2.6460271925073937
404,3.5728956331260204
405,2.471354774766379
406,3.205210970373362
407,3.0384591962418783
408,2.6164837232428355
409,3.7566515008975347
410,2.221617870085733
411,1.839180850394426
412,3.198329649990461
413,2.4631978235464898
414,2.3672702753813315
415,2.77074508741697
416,3.055692503374009
417,2.1575049345315525
418,1.858122576618919
419,2.2825134457510083
420,2.463639264368359
421,2.5083074773025147
422,2.8224029694228148
423,1.87227924656937
424,1.924701583971797
425,2.2620347315308513
426,2.7642867660430075
427,2.7613244535992036
428,2.416385034665864
429,2.822807709892261
430,4.367774011318276
431,2.1214737945559587
432,2.7691797706603203
433,2.146938707636161
434,2.588561593920836
435,3.3214503887587443
436,2.9673752259021318
437,2.0396149713044087
438,2.2751816368100046
439,3.333125329378206
440,2.03565119945027
441,1.946922965736928
442,2.2434751589829807
443,2.6104716862751665
444,3.036012813539204
445,2.531529629021261
446,2.368842254086993
447,2.3401971567233812
448,3.075086880642486
449,2.654182171096745
450,2.452863600381594
451,3.1594266508669606
452,3.04625630837573
453,2.5823930999907816
454,2.7333210073584313
455,2.8769306803962427
456,3.1240942652843366
457,1.864829952138907
458,2.939977253168122
459,2.240332609892115
460,2.665178759710122
461,2.098796755389271
462,2.030994396107117
463,2.6303665146053885
464,2.5646223529185006
465,2.2646623763516747
466,2.3644070911086783
467,2.5012890417886875
468,2.5758606497846044
469,2.565794240623422
470,2.6396396096126518
471,2.093483855655514
472,3.1689357989106894
473,2.40903965844178
474,3.5540304195960313
475,3.124152249039634
476,2.813149985832514
477,2.3160496428426156
478,2.8134611754188756
479,2.515284314199966
480,2.4442004408970623
481,3.1567921366505924
482,2.984552292106622
483,2.79855930911394
484,2.7476792493293973
485,2.7645429660640866
486,2.7457794229093797
487,2.201394546376476
488,2.782402010262704
489,2.5114225397773637
490,3.215123037755794
491,3.1137141401080553
492,2.689710040728934
493,3.6918863297492845
494,2.6028011510763234
495,2.693731466103992
496,2.6063021369388255
497,2.5041782149186784
498,2.3937718914668533
499,2.549877134974034
500,3.6955789536278068
501,2.0942647528435603
502,2.4646847780326797
503,2.513936958900257
504,2.165483591811676
505,1.8938306319748799
506,2.489416169303597
507,2.7724304143608025
508,2.737580188449948
509,1.995197740759146
510,2.2549293228599945
511,2.5869837162088
512,2.129840263142409
513,4.258657617822189
514,2.3857457661670147
515,2.500509146331854
516,3.3802024190488984
517,2.3334947522478715
518,2.246742330941919
519,3.469357782537656
520,2.087517596481224
521,3.0195917180231406
522,1.8577718090994817
523,2.1135616185187125
524,3.7081796209145748
525,1.9190921013347664
526,3.2187168259751178
527,2.594645152988378
528,4.211791400622961
529,2.1332517315781647
530,2.7584504893743884
531,2.5696198657048948
532,2.3363165128205265
533,2.097145180412201
534,2.478567731099325
535,2.0233947830142816
536,2.2106853092104695
537,3.0587562811785918
538,2.6363719989602474
539,2.6359052628910944
540,2.8125942955191245
541,2.208796193470733
542,2.8071785247998524
543,2.2875213188323915
544,2.967114717046013
545,2.8178046569669357
546,2.2031407836232346
547,1.9655284241833082
548,2.0902027398670766
549,2.4516665346650255
550,3.017565936374232
551,3.0215342215938192
552,2.1512634512522704
553,3.1011131153857954
554,2.677549861043252
555,3.40037960517172
556,2.458421228755589
557,2.748382698011318
558,3.8466641681690237
559,2.5653157734182597
560,1.9950743979856633
561,2.1105966175725897
