x,y
1.0007574322589754,0.9545973217592059
0.9891307774541653,1.004727276499499
0.9848428424365473,1.0295502709968907
1.0015260962969876,0.9886039422641724
1.0043820746964234,0.9752271300993305
0.995818063402338,0.9962012053114743
1.000215112846741,0.963062961006867
0.964422229925692,0.9963631869439187
0.9983846751050857,1.0118547061938419
1.006766433672599,1.0023081088285481
0.9764262164756188,0.9652473760494117
1.0393023939876607,1.0104980296221109
0.9898504066230317,0.9985772653900656
0.9760801628675354,1.0035933902003416
1.0116897404763951,0.986179585502337
