x,y
2.959857425632835,0.09614976443288098
2.820299457583266,0.2609419938242007
2.499176001543351,0.45921796025963224
2.8131452004056756,0.19898503166467565
2.260174444899172,0.6161078394970023
2.1664360785922985,0.8585215169693703
3.0056357124336546,0.06297495601881718
2.2505109146262714,0.740488416846824
2.7340684650959943,0.3150932238423231
2.1971113883120243,0.8121167756233967
2.4256037612386496,0.7024383232806811
2.102684939364214,0.8736390068172122
2.8004625406232293,0.2861213110002471
2.8935494071246004,0.12557308307063414
2.5383508380548276,0.5290381234225771
