x,y
-4.983756072204823,24.837824587238444
-4.47757365620345,20.048665846727133
-3.9493220810944925,15.597144900220533
-3.4451425630401715,11.869007279671003
-2.856846771324043,8.161573474824609
-2.3783789594700395,5.656686474849788
-1.8065779335871914,3.2637238301241664
-1.319886261671772,1.742099743749885
-0.8285736268283929,0.6865342550755569
-0.2376606793478902,0.05648259850810068
0.2699742376853415,0.07288608901378127
0.7855050542706168,0.6170181902846846
1.30193037017,1.6950226887709934
1.8821452579262605,3.5424707719343096
2.3557910398678543,5.549751423521666
2.907951703891357,8.456183112164647
3.401831633342589,11.572458461610308
3.9252597353376157,15.40766398986273
4.486216662183872,20.126139940056202
5.012310083714155,25.1232523753026
